title,ingredients,instructions
Chole Variation 88,"chickpeas, onions, tomatoes, spices, extra spice 1","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 41,"rice, chicken, yogurt, spices, saffron, extra spice 7",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 55,"spinach, paneer, onions, tomatoes, spices, extra spice 9",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 38,"chicken, butter, tomatoes, cream, spices, extra spice 3",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 100,"paneer, yogurt, spices, vegetables, extra spice 7",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 8: Enjoy your meal.
Chole Variation 4,"chickpeas, onions, tomatoes, spices, extra spice 8","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 30,"rice, chicken, yogurt, spices, saffron, extra spice 8",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 74,"spinach, paneer, onions, tomatoes, spices, extra spice 5",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 9: Enjoy your meal.
Butter Chicken Variation 97,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 51,"paneer, yogurt, spices, vegetables, extra spice 5",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 2,"chickpeas, onions, tomatoes, spices, extra spice 1","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 66,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 81,"spinach, paneer, onions, tomatoes, spices, extra spice 10",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 65,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 99,"paneer, yogurt, spices, vegetables, extra spice 7",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 18,"chickpeas, onions, tomatoes, spices, extra spice 10","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 12,"rice, chicken, yogurt, spices, saffron, extra spice 1",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 66,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 5,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 6: Enjoy your meal.
Paneer Tikka Variation 28,"paneer, yogurt, spices, vegetables, extra spice 5",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 46,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 15,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 7: Enjoy your meal.
Palak Paneer Variation 86,"spinach, paneer, onions, tomatoes, spices, extra spice 8",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 60,"chicken, butter, tomatoes, cream, spices, extra spice 1",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 69,"paneer, yogurt, spices, vegetables, extra spice 4",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 11,"chickpeas, onions, tomatoes, spices, extra spice 10","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 5: Enjoy your meal."
Biryani Variation 41,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 9: Enjoy your meal.
Palak Paneer Variation 96,"spinach, paneer, onions, tomatoes, spices, extra spice 3",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 92,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 98,"paneer, yogurt, spices, vegetables, extra spice 8",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 7: Enjoy your meal.
Chole Variation 3,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 48,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 7: Enjoy your meal.
Palak Paneer Variation 48,"spinach, paneer, onions, tomatoes, spices, extra spice 3",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 87,"chicken, butter, tomatoes, cream, spices, extra spice 7",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 24,"paneer, yogurt, spices, vegetables, extra spice 5",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 60,"chickpeas, onions, tomatoes, spices, extra spice 4","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 7: Enjoy your meal."
Biryani Variation 3,"rice, chicken, yogurt, spices, saffron, extra spice 2",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 65,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
Butter Chicken Variation 60,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 32,"paneer, yogurt, spices, vegetables, extra spice 9",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 8: Enjoy your meal.
Chole Variation 91,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 34,"rice, chicken, yogurt, spices, saffron, extra spice 9",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 13,"spinach, paneer, onions, tomatoes, spices, extra spice 7",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 8: Enjoy your meal.
Butter Chicken Variation 87,"chicken, butter, tomatoes, cream, spices, extra spice 10",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 58,"paneer, yogurt, spices, vegetables, extra spice 2",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 45,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 10: Enjoy your meal."
Biryani Variation 11,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 68,"spinach, paneer, onions, tomatoes, spices, extra spice 3",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 52,"chicken, butter, tomatoes, cream, spices, extra spice 7",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 58,"paneer, yogurt, spices, vegetables, extra spice 9",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 6: Enjoy your meal.
Chole Variation 58,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 98,"rice, chicken, yogurt, spices, saffron, extra spice 4",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 7: Enjoy your meal.
Palak Paneer Variation 88,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 8: Enjoy your meal.
Butter Chicken Variation 87,"chicken, butter, tomatoes, cream, spices, extra spice 4",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 31,"paneer, yogurt, spices, vegetables, extra spice 9",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 6: Enjoy your meal.
Chole Variation 95,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 22,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 36,"spinach, paneer, onions, tomatoes, spices, extra spice 9",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 8: Enjoy your meal.
Butter Chicken Variation 95,"chicken, butter, tomatoes, cream, spices, extra spice 6",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 9: Enjoy your meal.
Paneer Tikka Variation 46,"paneer, yogurt, spices, vegetables, extra spice 5",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 6: Enjoy your meal.
Chole Variation 9,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 8: Enjoy your meal."
Biryani Variation 54,"rice, chicken, yogurt, spices, saffron, extra spice 8",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 63,"spinach, paneer, onions, tomatoes, spices, extra spice 8",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 9: Enjoy your meal.
Butter Chicken Variation 55,"chicken, butter, tomatoes, cream, spices, extra spice 10",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 31,"paneer, yogurt, spices, vegetables, extra spice 6",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 6: Enjoy your meal.
Chole Variation 64,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 90,"rice, chicken, yogurt, spices, saffron, extra spice 9",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 9: Enjoy your meal.
Palak Paneer Variation 6,"spinach, paneer, onions, tomatoes, spices, extra spice 10",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 7: Enjoy your meal.
Butter Chicken Variation 5,"chicken, butter, tomatoes, cream, spices, extra spice 4",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 5,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 87,"chickpeas, onions, tomatoes, spices, extra spice 9","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 7: Enjoy your meal."
Biryani Variation 60,"rice, chicken, yogurt, spices, saffron, extra spice 5",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 56,"spinach, paneer, onions, tomatoes, spices, extra spice 3",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 8: Enjoy your meal.
Butter Chicken Variation 98,"chicken, butter, tomatoes, cream, spices, extra spice 4",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 32,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 9: Enjoy your meal.
Chole Variation 70,"chickpeas, onions, tomatoes, spices, extra spice 10","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 6: Enjoy your meal."
Biryani Variation 17,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 8: Enjoy your meal.
Palak Paneer Variation 37,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 8: Enjoy your meal.
